embedding_index,embedding_name,importancia,ranking
279,embedding_279,0.00044199754122624364,402
827,embedding_827,0.00044119371729116043,403
1272,embedding_1272,0.00043681936689357164,404
711,embedding_711,0.0004341118854989154,405
46,embedding_46,0.0004326613040194743,406
1078,embedding_1078,0.00043056024855606773,407
1255,embedding_1255,0.00042854558644215163,408
648,embedding_648,0.0004279744914424866,409
915,embedding_915,0.00042728988158619176,410
88,embedding_88,0.00042685532144498485,411
818,embedding_818,0.00042633487820552116,412
760,embedding_760,0.00042412207890538296,413
86,embedding_86,0.00042275034230336193,414
998,embedding_998,0.00042237369620914337,415
759,embedding_759,0.0004215471529725912,416
1252,embedding_1252,0.00042057635420664154,417
1049,embedding_1049,0.00041831870184114357,418
111,embedding_111,0.00041615437657284047,419
1202,embedding_1202,0.00041554384121137003,420
127,embedding_127,0.00041348211898784406,421
1116,embedding_1116,0.0004110919802578155,422
1279,embedding_1279,0.0004110272461460951,423
1128,embedding_1128,0.00040957456293634604,424
765,embedding_765,0.00040950010483837006,425
1045,embedding_1045,0.0004083967598235866,426
171,embedding_171,0.00040612660536007336,427
646,embedding_646,0.0004054007853220348,428
291,embedding_291,0.00040498726997385034,429
1129,embedding_1129,0.0004022751306048544,430
75,embedding_75,0.00040129073975021535,431
945,embedding_945,0.000400500350868138,432
878,embedding_878,0.000400236660513962,433
115,embedding_115,0.0003988170218529478,434
563,embedding_563,0.0003973515768753783,435
348,embedding_348,0.0003972114568403324,436
494,embedding_494,0.00039671729853954637,437
853,embedding_853,0.0003936637771818194,438
697,embedding_697,0.00039244425915198534,439
836,embedding_836,0.00039169304629958166,440
112,embedding_112,0.0003910565722659929,441
958,embedding_958,0.00039028166071081193,442
1132,embedding_1132,0.00038743686608938967,443
725,embedding_725,0.0003839324720221994,444
1042,embedding_1042,0.0003838820303496589,445
1122,embedding_1122,0.00038161966195004565,446
151,embedding_151,0.0003801653343552449,447
823,embedding_823,0.0003791813123109198,448
176,embedding_176,0.0003789004109220531,449
120,embedding_120,0.00037805968660075713,450
144,embedding_144,0.0003776198745171543,451
1134,embedding_1134,0.0003759883510435461,452
149,embedding_149,0.00037588685623452867,453
496,embedding_496,0.0003723807855297113,454
720,embedding_720,0.000371477414437247,455
606,embedding_606,0.0003703513321176425,456
574,embedding_574,0.00036867884007125805,457
10,embedding_10,0.00036843431953257467,458
785,embedding_785,0.0003675265836090972,459
752,embedding_752,0.00036456159768793024,460
337,embedding_337,0.0003635395525750209,461
6,embedding_6,0.00036277557853194655,462
1012,embedding_1012,0.00036205319924620784,463
893,embedding_893,0.0003616733334796513,464
195,embedding_195,0.00036098212914728985,465
1070,embedding_1070,0.0003600332677756265,466
605,embedding_605,0.00035669665543970207,467
1028,embedding_1028,0.00035658027896994925,468
959,embedding_959,0.0003556436834413578,469
123,embedding_123,0.0003554287384053066,470
579,embedding_579,0.0003554067437524884,471
441,embedding_441,0.00035468492303774424,472
944,embedding_944,0.0003546767334352403,473
548,embedding_548,0.000353509208339845,474
970,embedding_970,0.0003523536706526623,475
61,embedding_61,0.00035181521945137087,476
1278,embedding_1278,0.000350752274715597,477
288,embedding_288,0.0003476230611198902,478
798,embedding_798,0.0003475960928309799,479
90,embedding_90,0.0003474665576205256,480
590,embedding_590,0.0003472076933051949,481
356,embedding_356,0.0003449007654844077,482
1065,embedding_1065,0.0003438909675515433,483
1124,embedding_1124,0.0003401621658500564,484
53,embedding_53,0.00033978355516957326,485
1041,embedding_1041,0.00033837687071493205,486
92,embedding_92,0.00033835234745456305,487
199,embedding_199,0.00033704941887236097,488
209,embedding_209,0.0003335352438819058,489
1115,embedding_1115,0.00033264970685073454,490
597,embedding_597,0.00033110565475700225,491
503,embedding_503,0.0003300320700871391,492
825,embedding_825,0.00032928204734826547,493
147,embedding_147,0.00032585465273191413,494
1232,embedding_1232,0.0003254014250856599,495
378,embedding_378,0.00032504892569377026,496
1035,embedding_1035,0.0003241690823743158,497
1265,embedding_1265,0.0003239296242443926,498
1018,embedding_1018,0.0003206641571787463,499
525,embedding_525,0.00031963759968200496,500
165,embedding_165,0.0003182360126937827,501
201,embedding_201,0.0003176049683334789,502
260,embedding_260,0.0003173172618389369,503
319,embedding_319,0.00031671953306205286,504
1130,embedding_1130,0.0003166774606587744,505
599,embedding_599,0.0003162245197392165,506
211,embedding_211,0.00031606898420591417,507
544,embedding_544,0.0003156428087576746,508
478,embedding_478,0.00031434495693904475,509
128,embedding_128,0.0003120485705475609,510
180,embedding_180,0.00031126048111801104,511
675,embedding_675,0.0003112463038285673,512
1077,embedding_1077,0.0003105039050718831,513
1189,embedding_1189,0.00030998271821426957,514
722,embedding_722,0.00030912903624803886,515
141,embedding_141,0.00030842920142575193,516
409,embedding_409,0.00030838509420543246,517
856,embedding_856,0.00030565190487045097,518
707,embedding_707,0.00030239921975777466,519
1239,embedding_1239,0.0003020245977344745,520
34,embedding_34,0.00030165999995096526,521
146,embedding_146,0.0003013762754079781,522
498,embedding_498,0.0003006281097253449,523
7,embedding_7,0.0003004148194413062,524
1170,embedding_1170,0.00029739157363625654,525
716,embedding_716,0.00029612775130259905,526
528,embedding_528,0.00029492618161717853,527
680,embedding_680,0.00029066990268376765,528
1053,embedding_1053,0.00029034272727087803,529
117,embedding_117,0.0002887482044937792,530
690,embedding_690,0.0002858350348842592,531
539,embedding_539,0.00028556429306171154,532
358,embedding_358,0.0002847851965595003,533
1084,embedding_1084,0.0002843327497687492,534
729,embedding_729,0.00028409529701380314,535
1095,embedding_1095,0.0002831745663780934,536
25,embedding_25,0.0002829042416746256,537
808,embedding_808,0.0002826851682071194,538
1047,embedding_1047,0.000282569774696078,539
866,embedding_866,0.0002824191211941861,540
158,embedding_158,0.0002813302931598311,541
698,embedding_698,0.00028113509923303424,542
542,embedding_542,0.0002810385706554012,543
653,embedding_653,0.00028065880376283025,544
569,embedding_569,0.00028044674695234026,545
228,embedding_228,0.00027990659913570016,546
602,embedding_602,0.0002793270878288019,547
390,embedding_390,0.0002791419220020049,548
1101,embedding_1101,0.00027898886250166393,549
233,embedding_233,0.0002788880779145212,550
1193,embedding_1193,0.0002787969994012875,551
23,embedding_23,0.0002777694183859899,552
294,embedding_294,0.0002763413663669242,553
237,embedding_237,0.0002755991160608082,554
1118,embedding_1118,0.0002750779753210785,555
630,embedding_630,0.00027344815318634916,556
1098,embedding_1098,0.0002718685813380998,557
985,embedding_985,0.0002694174789863836,558
314,embedding_314,0.0002688084323900933,559
172,embedding_172,0.00026813212053275264,560
313,embedding_313,0.00026790053095346664,561
185,embedding_185,0.0002678880435692204,562
663,embedding_663,0.00026696597674333354,563
513,embedding_513,0.00026656007060486147,564
366,embedding_366,0.0002658803470415139,565
94,embedding_94,0.0002654333141585547,566
535,embedding_535,0.0002653731617455167,567
424,embedding_424,0.0002649463717583733,568
15,embedding_15,0.00026454605287112366,569
471,embedding_471,0.0002644107416548445,570
738,embedding_738,0.000264282902236246,571
363,embedding_363,0.0002625185547643521,572
132,embedding_132,0.00026248667756617724,573
896,embedding_896,0.00026087378769239623,574
841,embedding_841,0.00026048151676786235,575
295,embedding_295,0.00025887892186381324,576
142,embedding_142,0.00025824785679745213,577
145,embedding_145,0.0002571977087652408,578
842,embedding_842,0.0002569908418933612,579
1173,embedding_1173,0.0002568913251746302,580
766,embedding_766,0.000255736030214669,581
35,embedding_35,0.0002541814225101703,582
692,embedding_692,0.0002536387164970203,583
311,embedding_311,0.0002527767258790482,584
524,embedding_524,0.0002527236506508765,585
134,embedding_134,0.0002517269274337876,586
1213,embedding_1213,0.00025172547310764226,587
213,embedding_213,0.00025165211639310056,588
538,embedding_538,0.00025095293111794564,589
14,embedding_14,0.00025039596592760243,590
376,embedding_376,0.0002503536195588231,591
819,embedding_819,0.0002495444125249183,592
638,embedding_638,0.00024947211946746634,593
993,embedding_993,0.0002492861242592096,594
948,embedding_948,0.0002491758502164938,595
586,embedding_586,0.00024910302585066664,596
37,embedding_37,0.00024897042198542387,597
461,embedding_461,0.00024867276934562325,598
239,embedding_239,0.00024836091202866796,599
1228,embedding_1228,0.0002474078277153606,600
270,embedding_270,0.0002467996612486325,601
1110,embedding_1110,0.0002462164270729556,602
750,embedding_750,0.0002461160480100898,603
906,embedding_906,0.0002460568173184072,604
655,embedding_655,0.0002451577577688834,605
168,embedding_168,0.0002448303843670422,606
329,embedding_329,0.0002445923695567939,607
807,embedding_807,0.0002445862446965535,608
67,embedding_67,0.00024349738071246474,609
851,embedding_851,0.00024345367830409212,610
1217,embedding_1217,0.0002425142968660042,611
767,embedding_767,0.00024182917005566887,612
731,embedding_731,0.00024170812756143647,613
920,embedding_920,0.00024163937122727232,614
1063,embedding_1063,0.00024128300948073007,615
624,embedding_624,0.0002410934600652407,616
516,embedding_516,0.00024082526006364788,617
684,embedding_684,0.00024043829498908678,618
1251,embedding_1251,0.0002387059052183133,619
1062,embedding_1062,0.00023834870838838315,620
30,embedding_30,0.00023806379058923115,621
502,embedding_502,0.0002379094141690996,622
1263,embedding_1263,0.00023678674282301133,623
307,embedding_307,0.00023656026669679217,624
251,embedding_251,0.0002353513655754695,625
402,embedding_402,0.00023446833731432463,626
1008,embedding_1008,0.0002342772910529738,627
1216,embedding_1216,0.00023403346128385513,628
405,embedding_405,0.0002338636459626256,629
155,embedding_155,0.0002332697256220654,630
1162,embedding_1162,0.0002324390642807736,631
1211,embedding_1211,0.00023206003639158354,632
712,embedding_712,0.0002319770299323411,633
259,embedding_259,0.00023190179205449403,634
50,embedding_50,0.00023173932564210102,635
894,embedding_894,0.0002306327081755365,636
582,embedding_582,0.0002304513518836878,637
397,embedding_397,0.00023026632905129405,638
979,embedding_979,0.00022985886001968017,639
673,embedding_673,0.0002292862327671666,640
488,embedding_488,0.00022863627956857863,641
1013,embedding_1013,0.00022844139206390865,642
623,embedding_623,0.00022837114071266922,643
676,embedding_676,0.000227623893011131,644
549,embedding_549,0.00022761356864936153,645
909,embedding_909,0.0002273122087353679,646
395,embedding_395,0.00022710974268424589,647
312,embedding_312,0.0002261707099455448,648
43,embedding_43,0.00022547040949961165,649
1160,embedding_1160,0.00022537176589485576,650
410,embedding_410,0.0002247748140391684,651
778,embedding_778,0.00022398862914379782,652
831,embedding_831,0.00022386023162016217,653
467,embedding_467,0.00022364628617891212,654
417,embedding_417,0.00022355087070141904,655
804,embedding_804,0.0002230393899708081,656
805,embedding_805,0.0002229864118310975,657
95,embedding_95,0.00022277925905942012,658
775,embedding_775,0.00022207255559726082,659
1262,embedding_1262,0.0002219393795421451,660
510,embedding_510,0.0002216870317572259,661
1015,embedding_1015,0.00022117890220094103,662
518,embedding_518,0.0002211763277942583,663
269,embedding_269,0.00022068643827749383,664
1200,embedding_1200,0.00022050157345081495,665
659,embedding_659,0.00021923498529986582,666
1133,embedding_1133,0.00021880308124417596,667
728,embedding_728,0.00021875348565462207,668
458,embedding_458,0.00021806862507112783,669
757,embedding_757,0.00021740940618709335,670
1093,embedding_1093,0.00021703448002827465,671
581,embedding_581,0.00021701820425071392,672
889,embedding_889,0.00021701643207452904,673
747,embedding_747,0.00021614529187333623,674
1037,embedding_1037,0.00021588377236607574,675
558,embedding_558,0.00021579886184536264,676
918,embedding_918,0.00021518351100734367,677
375,embedding_375,0.00021489872747804746,678
1182,embedding_1182,0.00021440032828192357,679
445,embedding_445,0.00021290020672706418,680
1054,embedding_1054,0.000211579722438936,681
121,embedding_121,0.0002112958065436461,682
600,embedding_600,0.0002110668679965148,683
1250,embedding_1250,0.00021105722016399766,684
164,embedding_164,0.00021013987509713094,685
