modelo,accuracy,balanced_accuracy,precision,recall,f1_score,mcc,auc_macro,auc_micro,tiempo_construccion_extractor_s,tiempo_carga_preprocesamiento_s,tiempo_extraccion_embeddings_s,tiempo_guardado_extractor_s,tiempo_entrenamiento_rf_s,tiempo_evaluacion_s,tiempo_inferencia_rf_ms,tiempo_inferencia_pipeline_ms,tiempo_guardado_rf_s,tiempo_total_proceso_s,n_muestras_train,n_muestras_test,n_features_embedding,extractor_size_mb,rf_size_mb,tamano_total_modelos_mb,semilla,arquitectura_extractor,pesos_preentrenados,extractor_trainable,img_height,img_width,batch_size,target_per_class,n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,n_jobs
H2 — Transfer Learning (MobileNetV2) + Random Forest,0.9705,0.9756,0.9706,0.9705,0.9705,0.959,0.9978,0.9985,2.28,61.8,183.87,0.3269,11.01,22.18,0.2084,25.076,0.1566,281.63,6000,814,1280,8.918,13.727,22.645,42,MobileNetV2,ImageNet,False,224,224,32,1500,200,None,2,1,None,-1
