modelo,accuracy,balanced_accuracy,precision,recall,f1_score,mcc,auc_macro,auc_micro,tiempo_carga_preprocesamiento_features_s,tiempo_entrenamiento_s,tiempo_evaluacion_s,tiempo_inferencia_ms,tiempo_guardado_modelo_s,tiempo_total_proceso_s,n_muestras_train,n_muestras_test,n_features,model_size_mb,scaler_size_mb,tamano_total_modelo_scaler_mb,semilla,n_neighbors,metric,weights,algorithm,p,leaf_size,n_jobs
"M3 — KNN (k=5, euclidiana)",0.9496,0.9587,0.9499,0.9496,0.9497,0.9299,0.9974,0.9979,204.04,0.0034,3.26,0.7932,0.0148,207.32,6000,814,227,5.242,0.006,5.248,42,5,euclidean,distance,auto,2,30,-1
