modelo,accuracy,balanced_accuracy,precision,recall,f1_score,mcc,auc_macro,auc_micro,tiempo_carga_preprocesamiento_features_s,tiempo_entrenamiento_s,tiempo_evaluacion_s,tiempo_inferencia_ms,tiempo_guardado_modelo_s,tiempo_total_proceso_s,n_muestras_train,n_muestras_test,n_features,model_size_mb,semilla,n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,n_jobs
M2 — Random Forest,0.9595,0.9668,0.9605,0.9595,0.9596,0.944,0.9971,0.9975,366.74,19.44,2.66,0.2963,0.1541,389.0,6000,814,227,11.893,42,200,,2,1,,-1
