modelo,accuracy,balanced_accuracy,precision,recall,f1_score,mcc,auc_macro,auc_micro,mejor_val_accuracy_cnn,epocas_cnn_ejecutadas,tiempo_preparacion_datasets_s,tiempo_entrenamiento_cnn_s,tiempo_guardado_extractor_s,tiempo_extraccion_embeddings_s,tiempo_entrenamiento_svm_s,tiempo_evaluacion_s,tiempo_inferencia_ms,tiempo_guardado_svm_s,tiempo_total_proceso_s,n_muestras_train_cnn_efectivas,n_muestras_validacion_cnn,n_muestras_train_svm_reales,n_muestras_test,n_features_embedding,extractor_size_mb,svm_size_mb,tamano_total_modelos_mb,semilla,img_height,img_width,batch_size,epochs_max,val_ratio,target_per_class,learning_rate,svm_kernel,svm_C,svm_gamma,svm_class_weight
H1 — CNN + SVM,0.9951,0.9964,0.9952,0.9951,0.9951,0.9932,0.9996,0.9997,0.9385,18,0.9,5150.23,0.1685,51.43,0.43,2.1,0.0745,0.0041,5207.89,6000,488,3248,814,256,0.527,0.256,0.783,42,224,224,32,20,0.15,1500,0.0005,rbf,10.0,scale,balanced
